account_value,date,daily_return
875977.3148555986,2022-07-06,
886430.85592614,2022-07-07,0.011933575097506477
884524.4620138399,2022-07-08,-0.0021506402891495746
874936.712988083,2022-07-11,-0.010839439085639224
849918.5080332796,2022-07-12,-0.028594302403154748
846336.6523509218,2022-07-13,-0.004214351903744529
843799.0748634874,2022-07-14,-0.00299830744702545
855925.9284569627,2022-07-15,0.014371731321745296
847692.2295936052,2022-07-18,-0.009619639491703413
863882.3526715471,2022-07-19,0.0190990580221595
870308.706086403,2022-07-20,0.007438921972398704
876832.6434982531,2022-07-21,0.007496118752145842
866731.8966870348,2022-07-22,-0.0115195834531433
864436.575471924,2022-07-25,-0.0026482482344127867
846117.650697159,2022-07-26,-0.021191751129646663
887525.8751602022,2022-07-27,0.04893908598753938
904814.5434253465,2022-07-28,0.019479621664014735
916275.0319625475,2022-07-29,0.012666118842227236
907632.1211858294,2022-08-01,-0.009432659927670395
896928.7160548479,2022-08-02,-0.01179266894719122
919084.7221280367,2022-08-03,0.024702081309919688
920728.7909437562,2022-08-04,0.0017888109508696903
923054.3247979739,2022-08-05,0.00252575337829275
914787.6983682252,2022-08-08,-0.008955731215015916
921503.4647957308,2022-08-09,0.007341338804057962
944012.8033357317,2022-08-10,0.02442675410340489
940893.0833513339,2022-08-11,-0.0033047432973092317
956170.489762192,2022-08-12,0.016237133295147643
960731.9202916415,2022-08-15,0.004770520088508423
960562.8018910678,2022-08-16,-0.0001760307917346715
956953.6111012422,2022-08-17,-0.0037573709732670046
953208.5978426897,2022-08-18,-0.003913474190502142
939815.3064541476,2022-08-19,-0.01405074547046048
915044.3764777072,2022-08-22,-0.02635723190112671
909775.2240385973,2022-08-23,-0.005758357271581138
908858.7577791674,2022-08-24,-0.0010073546027793423
920225.7276158221,2022-08-25,0.012506860652837126
887700.6458859637,2022-08-26,-0.03534467767395122
879662.5496109392,2022-08-29,-0.009054962742538142
874103.0075293963,2022-08-30,-0.006320084996231601
869731.3032130663,2022-08-31,-0.005001360570405122
869502.7299348833,2022-09-01,-0.0002628090737203381
856623.8367658312,2022-09-02,-0.014811791528264173
849278.4320797351,2022-09-06,-0.008574831064506183
865263.152027817,2022-09-07,0.018821530542036724
869882.6433161624,2022-09-08,0.00533882816749931
886496.9849375613,2022-09-09,0.01909952077910404
892315.2013583529,2022-09-12,0.006563154212195554
847204.0885802767,2022-09-13,-0.05055513198632555
847763.4615784762,2022-09-14,0.0006602576707779306
831012.0822914355,2022-09-15,-0.019759496659423004
828262.825895119,2022-09-16,-0.0033083230134700603
829029.213162575,2022-09-19,0.0009252947778113363
820908.3163618243,2022-09-20,-0.009795670251197985
807747.3452959216,2022-09-21,-0.016032205793980348
811081.4435484698,2022-09-22,0.0041276499043483295
800920.8508432544,2022-09-23,-0.01252721633078302
797368.4815108111,2022-09-26,-0.004435356288580938
793536.3799287035,2022-09-27,-0.004805935613164336
809182.7205302661,2022-09-28,0.01971723161951089
797121.2033170855,2022-09-29,-0.014905801751768144
782188.9499188006,2022-09-30,-0.01873272638608392
807757.8898128436,2022-10-03,0.03268895565029051
