account_rewards,date
10453.541070541367,2022-07-06
-1906.3939123001182,2022-07-07
-9587.749025756842,2022-07-08
-25018.204954803456,2022-07-11
-3581.8556823577965,2022-07-12
-2537.577487434377,2022-07-13
12126.853593475302,2022-07-14
-8233.698863357538,2022-07-15
16190.123077941942,2022-07-18
6426.353414855897,2022-07-19
6523.9374118500855,2022-07-20
-10100.746811218327,2022-07-21
-2295.3212151107145,2022-07-22
-18318.924774765037,2022-07-25
41408.22446304315,2022-07-26
17288.66826514434,2022-07-27
11460.48853720096,2022-07-28
-8642.910776718054,2022-07-29
-10703.405130981468,2022-08-01
22156.006073188735,2022-08-02
1644.068815719569,2022-08-03
2325.5338542176178,2022-08-04
-8266.626429748605,2022-08-05
6715.766427505529,2022-08-08
22509.338540000957,2022-08-09
-3119.719984397874,2022-08-10
15277.406410858152,2022-08-11
4561.430529449484,2022-08-12
-169.11840057373047,2022-08-15
-3609.190789825516,2022-08-16
-3745.013258552528,2022-08-17
-13393.291388542159,2022-08-18
-24770.929976440384,2022-08-19
-5269.152439109865,2022-08-22
-916.4662594299298,2022-08-23
11366.969836654724,2022-08-24
-32525.081729858415,2022-08-25
-8038.096275024465,2022-08-26
-5559.542081542895,2022-08-29
-4371.704316330026,2022-08-30
-228.5732781830011,2022-08-31
-12878.893169052084,2022-09-01
-7345.404686096124,2022-09-02
15984.719948081882,2022-09-06
4619.4912883454235,2022-09-07
16614.341621398926,2022-09-08
5818.216420791578,2022-09-09
-45111.1127780762,2022-09-12
559.372998199542,2022-09-13
-16751.379287040792,2022-09-14
-2749.2563963164575,2022-09-15
766.3872674560407,2022-09-16
-8120.89680075075,2022-09-19
-13160.971065902733,2022-09-20
3334.098252548254,2022-09-21
-10160.592705215444,2022-09-22
-3552.3693324432243,2022-09-23
-3832.1015821076,2022-09-26
15646.340601562522,2022-09-27
-12061.517213180545,2022-09-28
-14932.253398284898,2022-09-29
25568.939894043026,2022-09-30
