account_rewards,date
226.77215155027807,2022-01-03
-1708.785786178545,2022-01-04
-48.98397727974225,2022-01-05
17.945021575898863,2022-01-06
258.6704096526373,2022-01-07
530.388538482599,2022-01-10
947.3315084532369,2022-01-11
-4961.526474273647,2022-01-12
240.91693147295155,2022-01-13
-4090.0668766173767,2022-01-14
-2802.9193000029773,2022-01-18
-2026.1853533020476,2022-01-19
-4138.8611317139585,2022-01-20
-330.2896216736408,2022-01-21
42.33214746101294,2022-01-24
-223.12041482538916,2022-01-25
-164.22144906618632,2022-01-26
1298.661079147365,2022-01-27
837.2546904296614,2022-01-28
863.8101745148888,2022-01-31
1032.5619380492717,2022-02-01
-4148.737988418667,2022-02-02
1420.7172473145183,2022-02-03
-1006.3515675048111,2022-02-04
4361.883854553103,2022-02-07
2545.5427640380803,2022-02-08
-5546.419661773602,2022-02-09
-4935.220057983417,2022-02-10
444.61813702387735,2022-02-11
7388.600736968918,2022-02-14
16.80996847548522,2022-02-15
-6246.822591567994,2022-02-16
-2767.012812805129,2022-02-17
-4436.365210144082,2022-02-18
-10445.373407241888,2022-02-22
10126.132014648407,2022-02-23
9237.157037597732,2022-02-24
2267.6154754637973,2022-02-25
-23006.218066940317,2022-02-28
10863.069316391135,2022-03-01
-4671.443601822015,2022-03-02
-18166.77528308099,2022-03-03
-34467.95187933359,2022-03-04
-4328.65683749388,2022-03-07
31231.69510478212,2022-03-08
-7398.58652917482,2022-03-09
-13027.781712264987,2022-03-10
-1354.975583557156,2022-03-11
23757.49285182194,2022-03-14
23111.142639984144,2022-03-15
13360.721533309901,2022-03-16
18476.664710769663,2022-03-17
-2724.831240768428,2022-03-18
15372.671562179574,2022-03-21
-13911.486891113222,2022-03-22
17122.62350428768,2022-03-23
3151.323514160118,2022-03-24
9575.350887329201,2022-03-25
12476.320700607263,2022-03-28
-5501.878842742881,2022-03-29
-16551.367974395747,2022-03-30
1161.4261726379627,2022-03-31
