account_value,date,daily_return
<<<<<<< HEAD:results/account_value_trade_ensemble_378.csv
850879.1436642072,2023-01-04,
831039.7275039899,2023-01-05,-0.023316373785801425
844239.0090286481,2023-01-06,0.01588285263365452
850505.5761802442,2023-01-09,0.0074227405800713075
856339.3422645337,2023-01-10,0.006859174410695612
878963.4558693464,2023-01-11,0.026419565805518852
886457.8023415144,2023-01-12,0.008526345915889744
890795.9958916242,2023-01-13,0.004893852294661771
893103.0055713728,2023-01-17,0.0025898294226607277
876872.0401630476,2023-01-18,-0.018173676840266828
863935.229524574,2023-01-19,-0.014753362002588366
891072.251533119,2023-01-20,0.03141094503517183
900462.8840857771,2023-01-23,0.010538575897185876
899438.6693076398,2023-01-24,-0.0011374314213706826
895140.7293436354,2023-01-25,-0.004778469183799761
918022.885445625,2023-01-26,0.02556263540680148
921957.9159769361,2023-01-27,0.004286418774190892
921105.529269798,2023-01-30,-0.0009245397131114608
921960.2924137189,2023-01-31,0.0009279752609872016
920470.8993869855,2023-02-01,-0.0016154633111521433
921393.4004673077,2023-02-02,0.0010022055894831627
921452.6994098736,2023-02-03,6.435789808767467e-05
920278.1361667705,2023-02-06,-0.001274686420534965
924356.1235172343,2023-02-07,0.004431255280550106
920841.3073108746,2023-02-08,-0.003802448122467883
918630.0224567485,2023-02-09,-0.002401374521939781
920015.8248828959,2023-02-10,0.0015085533808716356
924519.1302326275,2023-02-13,0.00489481292379379
924151.8715091778,2023-02-14,-0.00039724296819820815
924837.7283893658,2023-02-15,0.000742147369206636
918462.9673694683,2023-02-16,-0.006892842737935667
921133.8027973247,2023-02-17,0.0029079402466338777
913876.1676624368,2023-02-21,-0.007879023777922045
912756.5323551248,2023-02-22,-0.001225149913008372
914659.1156986308,2023-02-23,0.002084436841659043
911773.4798267436,2023-02-24,-0.003154875759023179
913001.0129077983,2023-02-27,0.0013463136494034078
912565.6064670634,2023-02-28,-0.0004768959010770235
914410.5310611796,2023-03-01,0.0020216898171943054
913734.6708347392,2023-03-02,-0.0007391212190612784
917563.2636219097,2023-03-03,0.004190048719145967
918737.4173694683,2023-03-06,0.0012796433707729093
913822.7713855815,2023-03-07,-0.005349347801636761
913715.2352665018,2023-03-08,-0.00011767721537148113
909032.5664356303,2023-03-09,-0.005124866752939328
905955.2012790751,2023-03-10,-0.003385318931555692
908096.136952598,2023-03-13,0.0023631805088155655
911804.3938709331,2023-03-14,0.004083551033241095
910955.7052860331,2023-03-15,-0.0009307792226104228
913211.7142803263,2023-03-16,0.0024765298479412223
910604.4780376505,2023-03-17,-0.0028550183948642394
914024.430627067,2023-03-20,0.00375569489487515
917561.3986217569,2023-03-21,0.0038696646130820245
915261.6077709269,2023-03-22,-0.002506416305529502
916521.6134594035,2023-03-23,0.0013766617956862959
918912.1515621257,2023-03-24,0.002608272481102958
916493.9141216349,2023-03-27,-0.0026316307128813055
915264.0592540812,2023-03-28,-0.0013419127487959148
918919.2066646648,2023-03-29,0.003993544129289317
921194.1251133037,2023-03-30,0.0024756457718366764
924555.9287754131,2023-03-31,0.003649397635591578
925742.1065815043,2023-04-03,0.0012829703095003087
924999.6670475078,2023-04-04,-0.000801993912471044
=======
1059172.3186124421,2023-01-04,
1064593.8361046754,2023-01-05,0.005118635935780214
1095643.2752376862,2023-01-06,0.029165525931110103
1078811.2685848542,2023-01-09,-0.015362670527211963
1093080.2548366853,2023-01-10,0.013226582505528217
