account_value,date,daily_return
<<<<<<< HEAD:results/account_value_trade_ensemble_315.csv
893240.092167663,2022-10-04,
892314.8890144343,2022-10-05,-0.0010357832808237655
884665.7952705377,2022-10-06,-0.008572191093152104
858089.5676643366,2022-10-07,-0.03004098016254131
848917.3478492731,2022-10-10,-0.010689117034751616
843850.0156021114,2022-10-11,-0.00596917033207045
845090.6899612421,2022-10-12,0.001470254590497877
868057.4247222896,2022-10-13,0.027176651019668263
857646.4268478388,2022-10-14,-0.011993443726123876
875233.9020393367,2022-10-17,0.020506673427344912
880397.2127189632,2022-10-18,0.005899349496855333
875621.1318023677,2022-10-19,-0.005424915989732937
874342.6066917416,2022-10-20,-0.0014601350563506754
884174.9441329952,2022-10-21,0.01124540582376099
893486.5662277217,2022-10-24,0.010531424981576887
898595.0546432491,2022-10-25,0.005717476466484905
875625.685895538,2022-10-26,-0.025561423501078817
869774.0498031613,2022-10-27,-0.006682805434598427
885189.2365425106,2022-10-28,0.017723208392844025
878526.810606384,2022-10-31,-0.00752655552178827
875845.8265350339,2022-11-01,-0.0030516815639349826
863633.8628776548,2022-11-02,-0.013943051719149335
853463.2374946591,2022-11-03,-0.011776547701715656
869084.8902961728,2022-11-04,0.01830383795718138
882555.3899978634,2022-11-07,0.0154996362865083
891400.9593421933,2022-11-08,0.010022678966757237
879540.095371246,2022-11-09,-0.013305868528232234
917437.7196083065,2022-11-10,0.043088000690934214
922459.7713203427,2022-11-11,0.005473997422059673
912009.0168357845,2022-11-14,-0.011329225197104997
911992.3127662656,2022-11-15,-1.8315684615632932e-05
912426.3078544613,2022-11-16,0.00047587581838182125
913530.5609855648,2022-11-17,0.0012102381546847951
914104.8263092038,2022-11-18,0.0006286219073168287
913437.5455993649,2022-11-21,-0.0007299827007073434
920189.4680847165,2022-11-22,0.007391772451088796
923899.5028976437,2022-11-23,0.004031816209165484
921427.3521759029,2022-11-25,-0.002675778820085184
905226.5417968746,2022-11-28,-0.017582298095200843
900875.6799697872,2022-11-29,-0.004806378984923421
941902.7297260433,2022-11-30,0.04554130016877789
939741.2314991147,2022-12-01,-0.002294821066669339
938956.5019515225,2022-12-02,-0.0008350485445235423
923740.3322314298,2022-12-05,-0.016205404284935
908287.7047541653,2022-12-06,-0.016728323900220388
905580.1540118252,2022-12-07,-0.0029809395505060454
914421.2438311612,2022-12-08,0.009762901472794905
906229.3665743863,2022-12-09,-0.008958537776805442
926391.8259806668,2022-12-12,0.022248737626431314
936420.0241496122,2022-12-13,0.010825007181307633
934748.400374191,2022-12-14,-0.001785121774749765
905141.5427081754,2022-12-15,-0.03167361148108261
892299.4644364774,2022-12-16,-0.014187922734464897
880455.9140939176,2022-12-19,-0.013273066738910932
883783.6909285275,2022-12-20,0.003779606430419191
893815.847437927,2022-12-21,0.011351370943335048
874946.8302374571,2022-12-22,-0.021110631742049524
876225.2605487363,2022-12-23,0.0014611520004390588
870449.249271217,2022-12-27,-0.006591925087736095
861176.3187246473,2022-12-28,-0.010653039857675184
882912.4282269666,2022-12-29,0.025240022315649924
880373.9893719099,2022-12-30,-0.0028750743266287015
877041.5265530011,2023-01-03,-0.0037852808682889982
=======
935843.4302634735,2022-10-04,
939056.0183874664,2022-10-05,0.0034328264965095556
927489.0553538667,2022-10-06,-0.01231764964720894
919773.6943411255,2022-10-07,-0.008318546691418849
931829.8286252747,2022-10-10,0.013107718081441178
983437.3793291474,2022-10-11,0.055383020717429954
987384.5658983613,2022-10-12,0.004013663352827157
1008727.8825711671,2022-10-13,0.02161601204834196
1007037.954846222,2022-10-14,-0.0016753058521963293
1013941.5341195908,2022-10-17,0.006855331758000238
1011201.1893813553,2022-10-18,-0.0027026654358477398
995603.8104463578,2022-10-19,-0.015424605013113046
992710.822522339,2022-10-20,-0.0029057622054718957
1011275.7737830506,2022-10-21,0.018701268123118453
1047578.7097964402,2022-10-24,0.03589815652122774
1043813.1994928819,2022-10-25,-0.0035944891475410135
1061772.2764699173,2022-10-26,0.01720525950980556
1062701.3250939867,2022-10-27,0.0008749980053710527
1089426.3983720627,2022-10-28,0.02514824499321322
1075484.332924431,2022-10-31,-0.012797620351834182
1079895.341924599,2022-11-01,0.0041014163248418445
1065414.458389435,2022-11-02,-0.01340952495392378
1051520.8234422074,2022-11-03,-0.013040591703842863
1066006.2264072343,2022-11-04,0.013775669147100933
1097514.2236453935,2022-11-07,0.02955704803371617
1153045.7896297686,2022-11-08,0.05059758205221887
1141197.2702579119,2022-11-09,-0.010275844618157892
1153908.6261233904,2022-11-10,0.011138613977411449
1133517.5954210283,2022-11-11,-0.01767126983950773
1132119.5611330033,2022-11-14,-0.0012333591412012623
1126338.8763250809,2022-11-15,-0.005106072720921118
1134031.8291576616,2022-11-16,0.006830051767085177
1146233.163369484,2022-11-17,0.010759251987561225
1146081.0652749406,2022-11-18,-0.00013269385270298084
1149351.8074893572,2022-11-21,0.002853848923533242
1147675.934795708,2022-11-22,-0.0014581024562966283
1136741.291122078,2022-11-23,-0.009527640462005826
1137493.9694022294,2022-11-25,0.0006621368345021139
1129657.4927081377,2022-11-28,-0.006889246804719251
1126770.9896834032,2022-11-29,-0.002555201946932373
1149700.3289726793,2022-11-30,0.0203496003173802
1147339.519889107,2022-12-01,-0.0020534125494091615
1145382.5671751786,2022-12-02,-0.0017056439528183587
1140075.1514416428,2022-12-05,-0.004633749356448891
1131567.3120508653,2022-12-06,-0.00746252506250944
1139082.4871641542,2022-12-07,0.006641385831186897
1140291.486030426,2022-12-08,0.0010613795575786789
1115294.4067174837,2022-12-09,-0.02192165741758023
1112877.8243557892,2022-12-12,-0.00216676632388646
1099945.784626175,2022-12-13,-0.011620358898875693
1095415.9029976807,2022-12-14,-0.004118277184028463
1073503.7304201508,2022-12-15,-0.020003518770875695
1076011.0722104951,2022-12-16,0.002335661925797927
1067923.9967522433,2022-12-19,-0.007515792046301373
1065189.454416153,2022-12-20,-0.0025606151228050322
1071771.822768906,2022-12-21,0.00617952827589785
1065428.8309835054,2022-12-22,-0.005918229655462959
1061032.1025506898,2022-12-23,-0.004126721846598458
1058019.549463196,2022-12-27,-0.002839266672753582
1049759.8328176194,2022-12-28,-0.007806771292427683
1059073.1559723055,2022-12-29,0.008871860842387669
1056843.9553044587,2022-12-30,-0.0021048599478477037
1052572.3929151155,2023-01-03,-0.004041809926530471
>>>>>>> 2e15bbbd54a88aa85ac0c48349edde475eb639a9:experiments/results/account_value_trade_ensemble_315.csv
