,account_value,date,daily_return,datadate
0,1000000.0,2022-01-03,,2022-01-03
1,1000347.0779006956,2022-01-04,0.0003470779006957,2022-01-04
2,998486.5329071044,2022-01-05,-0.0018598994635899,2022-01-05
3,998032.8946395874,2022-01-06,-0.0004543258747778,2022-01-06
4,999409.1820846556,2022-01-07,0.0013790000835247,2022-01-07
5,1000484.51668396,2022-01-10,0.0010759703018348,2022-01-10
6,1004219.1527877809,2022-01-11,0.0037328274866252,2022-01-11
7,1003451.559638977,2022-01-12,-0.0007643681627389,2022-01-12
8,999162.7867218016,2022-01-13,-0.0042740208792124,2022-01-13
9,999384.7449478148,2022-01-14,0.0002221442080938,2022-01-14
10,992510.2825958251,2022-01-18,-0.0068786945035353,2022-01-18
11,980879.3732498168,2022-01-19,-0.0117186789396162,2022-01-19
12,975562.0529113768,2022-01-20,-0.0054209727347235,2022-01-20
13,968632.172253418,2022-01-21,-0.0071034750042583,2022-01-21
14,965611.4982467652,2022-01-24,-0.0031184944018797,2022-01-24
15,982060.2623168944,2022-01-25,0.0170345569620855,2022-01-25
16,981257.3693954468,2022-01-26,-0.0008175597285176,2022-01-26
17,980960.7254348752,2022-01-27,-0.0003023100460933,2022-01-27
18,985060.4626190184,2022-01-28,0.0041793081800758,2022-01-28
19,986570.4890289308,2022-01-31,0.0015329276396875,2022-01-31
20,988466.642211914,2022-02-01,0.0019219642225967,2022-02-01
21,989435.1253860474,2022-02-02,0.000979783366251,2022-02-02
22,984839.1640930176,2022-02-03,-0.0046450355107785,2022-02-03
23,984558.4063903808,2022-02-04,-0.000285079749946,2022-02-04
24,986552.2322174072,2022-02-07,0.0020250965448929,2022-02-07
25,1009305.234829712,2022-02-08,0.0230631505046259,2022-02-08
26,1009462.0934875488,2022-02-09,0.0001554125079548,2022-02-09
27,995368.3843399048,2022-02-10,-0.0139616031533706,2022-02-10
28,986174.4374420166,2022-02-11,-0.0092367278713453,2022-02-11
29,984683.1943756104,2022-02-14,-0.0015121493822879,2022-02-14
30,997267.8505508424,2022-02-15,0.0127804112501501,2022-02-15
31,995637.7167678834,2022-02-16,-0.0016345997537757,2022-02-16
32,984151.7842132568,2022-02-17,-0.0115362569749898,2022-02-17
33,978617.5135238648,2022-02-18,-0.0056233914099096,2022-02-18
34,970348.6631388856,2022-02-22,-0.0084495221786949,2022-02-22
35,956436.884955902,2022-02-23,-0.0143368860198987,2022-02-23
36,957083.2942424013,2022-02-24,0.0006758514823785,2022-02-24
37,982530.2712931824,2022-02-25,0.0265880485051452,2022-02-25
38,983548.9328684998,2022-02-28,0.0010367737311305,2022-02-28
39,949435.8500132752,2022-03-01,-0.03468366617585,2022-03-01
40,964474.4674449158,2022-03-02,0.0158395297917499,2022-03-02
41,969720.127875824,2022-03-03,0.005438879522446,2022-03-03
42,952868.9177012634,2022-03-04,-0.0173773954877818,2022-03-04
43,924521.9236827088,2022-03-07,-0.0297491013632179,2022-03-07
44,917745.6766447602,2022-03-08,-0.0073294606264785,2022-03-08
45,942644.3712706148,2022-03-09,0.0271302772211174,2022-03-09
46,929584.2457670746,2022-03-10,-0.0138547748245034,2022-03-10
47,923303.607140976,2022-03-11,-0.00675639529682,2022-03-11
48,925537.7360777436,2022-03-14,0.002419712128804,2022-03-14
49,942532.8601469574,2022-03-15,0.0183624323533646,2022-03-15
50,958274.876519638,2022-03-16,0.0167018223324608,2022-03-16
51,977902.2610258636,2022-03-17,0.0204819984193995,2022-03-17
52,990744.3687223968,2022-03-18,0.0131323018755076,2022-03-18
53,990356.6571440278,2022-03-21,-0.0003913336180443,2022-03-21
54,1000302.3783659516,2022-03-22,0.0100425651205344,2022-03-22
55,989646.8545927582,2022-03-23,-0.010652302747295,2022-03-23
56,1005500.123269516,2022-03-24,0.016019116923563,2022-03-24
57,1012124.3159575044,2022-03-25,0.006587958106309,2022-03-25
58,1015298.9485563812,2022-03-28,0.0031366034278839,2022-03-28
59,1024843.9306883392,2022-03-29,0.0094011543551086,2022-03-29
60,1022439.8781370698,2022-03-30,-0.0023457742972189,2022-03-30
61,1011086.3076262056,2022-03-31,-0.0111043893666892,2022-03-31
62,1012977.2791227876,2022-04-01,0.0018702374686703,2022-04-01
63,1023600.8315825044,2022-04-04,,2022-04-04
64,1013228.9360305024,2022-04-05,-0.0101327541283516,2022-04-05
65,1010759.5047420654,2022-04-06,-0.0024371898596889,2022-04-06
66,1012570.1093410644,2022-04-07,0.0017913307671155,2022-04-07
67,1010688.7552669678,2022-04-08,-0.001857998825702,2022-04-08
68,989157.7204952394,2022-04-11,-0.0213033287048307,2022-04-11
69,985533.820032898,2022-04-12,-0.0036636224812833,2022-04-12
70,1000609.0525448,2022-04-13,0.0152965146456349,2022-04-13
71,992198.8321254884,2022-04-14,-0.008405101270993,2022-04-14
72,994643.2697124636,2022-04-18,0.0024636569887293,2022-04-18
73,1004576.7110256348,2022-04-19,0.0099869386499171,2022-04-19
74,1007891.9629665528,2022-04-20,0.0033001481166461,2022-04-20
75,998664.0461467896,2022-04-21,-0.009155660684705,2022-04-21
76,982300.8911937868,2022-04-22,-0.0163850446164933,2022-04-22
77,994522.5737438356,2022-04-25,0.0124418929674345,2022-04-25
78,974398.1187770996,2022-04-26,-0.0202352922880154,2022-04-26
79,994158.7342907104,2022-04-27,0.0202798169791327,2022-04-27
80,1006026.9837612304,2022-04-28,0.0119379823977381,2022-04-28
81,982836.2616092073,2022-04-29,-0.0230517893916922,2022-04-29
82,995328.5020175322,2022-05-02,0.0127103983606298,2022-05-02
