date,TIME,open,high,low,close,time
06-04-2010,00:00:00,8.507143021,8.579999924,8.464285851,7.261455059,15:00
07-04-2010,00:00:00,8.555356979,8.640000343,8.523571014,7.293588161,16:00
08-04-2010,00:00:00,8.587142944,8.626428604,8.501428604,7.273884773,17:00
09-04-2010,00:00:00,8.62250042,8.638929367,8.587857246,7.329660892,18:00
12-04-2010,00:00:00,8.649999619,8.681071281,8.636071205,7.344820976,19:00
13-04-2010,00:00:00,8.637857437,8.67142868,8.611070633,7.349061489,20:00
14-04-2010,00:00:00,8.760000229,8.778928757,8.716786385,7.447885036,21:00
15-04-2010,00:00:00,8.777856827,8.893928528,8.768214226,7.545799732,22:00
16-04-2010,00:00:00,8.87749958,8.969285965,8.73392868,7.499723911,23:00
19-04-2010,00:00:00,8.822500229,8.853214264,8.634642601,7.48971796,00:00
20-04-2010,00:00:00,8.876428604,8.901785851,8.677143097,7.414539337,01:00
21-04-2010,00:00:00,9.242856979,9.294643402,9.133213997,7.858034611,02:00
22-04-2010,00:00:00,9.222857475,9.526785851,9.149999619,8.07781601,03:00
23-04-2010,00:00:00,9.571070671,9.720713615,9.535714149,8.209982872,04:00
26-04-2010,00:00:00,9.710000038,9.730713844,9.578213692,8.169665337,05:00
27-04-2010,00:00:00,9.54535675,9.565713882,9.304286003,7.943521023,06:00
28-04-2010,00:00:00,9.401785851,9.428570747,9.157500267,7.930184364,07:00
29-04-2010,00:00:00,9.3935709,9.642856598,9.357500076,8.143594742,08:00
30-04-2010,00:00:00,9.618213654,9.66321373,9.321429253,7.914723396,09:00
03-05-2010,00:00:00,9.422857285,9.56714344,9.388570786,8.074175835,10:00
04-05-2010,00:00:00,9.388929367,9.403214455,9.169643402,7.841665745,11:00
05-05-2010,00:00:00,9.036786079,9.219285965,8.883213997,7.760124683,12:00
06-05-2010,00:00:00,9.065357208,9.223214149,7.116071224,7.464866638,13:00
07-05-2010,00:00:00,8.703928947,8.806071281,8.043213844,7.149898052,14:00
10-05-2010,00:00:00,8.9375,9.094642639,8.876070976,7.699492931,15:00
11-05-2010,00:00:00,8.994285583,9.281785965,8.946429253,7.77618885,16:00
12-05-2010,00:00:00,9.258570671,9.397500038,9.239286423,7.945037365,17:00
13-05-2010,00:00:00,9.400713921,9.464285851,9.157142639,7.831968307,18:00
14-05-2010,00:00:00,9.112856865,9.159999847,8.910714149,7.694342613,19:00
17-05-2010,00:00:00,9.096428871,9.14928627,8.846785545,7.706466198,20:00
18-05-2010,00:00:00,9.177857399,9.23392868,8.937856674,7.650081158,21:00
19-05-2010,00:00:00,8.910714149,9.032856941,8.744643211,7.528217316,22:00
20-05-2010,00:00:00,8.638570786,8.708929062,8.436071396,7.207496643,23:00
21-05-2010,00:00:00,8.31499958,8.732143402,8.262499809,7.345727921,00:00
24-05-2010,00:00:00,8.831428528,8.96071434,8.795000076,7.4803195,01:00
25-05-2010,00:00:00,8.548213959,8.812856674,8.470000267,7.433641911,02:00
26-05-2010,00:00:00,8.931428909,9.00464344,8.705356598,7.399989128,03:00
27-05-2010,00:00:00,8.949999809,9.067500114,8.896785736,7.680094242,04:00
28-05-2010,00:00:00,9.263929367,9.264286041,9.048213959,7.787098885,05:00
01-06-2010,00:00:00,9.274642944,9.497857094,9.248571396,7.906840801,06:00
02-06-2010,00:00:00,9.447856903,9.45714283,9.297499657,8.001424789,07:00
03-06-2010,00:00:00,9.470713615,9.48392868,9.300356865,7.976263523,08:00
04-06-2010,00:00:00,9.221785545,9.353570938,9.093929291,7.759211063,09:00
07-06-2010,00:00:00,9.224642754,9.255356789,8.948213577,7.607039452,10:00
08-06-2010,00:00:00,9.044285774,9.064286232,8.77321434,7.5582304,11:00
09-06-2010,00:00:00,8.981071472,8.996429443,8.660357475,7.372404099,12:00
10-06-2010,00:00:00,8.744285583,8.963570595,8.649999619,7.594001293,13:00
11-06-2010,00:00:00,8.865357399,9.066429138,8.834643364,7.684944153,14:00
14-06-2010,00:00:00,9.141428947,9.255356789,9.071785927,7.708282948,15:00
15-06-2010,00:00:00,9.130000114,9.280357361,9.125,7.872287273,16:00
16-06-2010,00:00:00,9.324999809,9.5625,9.308214188,8.101463318,17:00
17-06-2010,00:00:00,9.66428566,9.746429443,9.625,8.24151516,18:00
18-06-2010,00:00:00,9.723214149,9.821429253,9.693571091,8.308197975,19:00
21-06-2010,00:00:00,9.917499542,9.964642525,9.597499847,8.189979553,20:00
22-06-2010,00:00:00,9.720000267,9.856071472,9.696429253,8.301532745,21:00
23-06-2010,00:00:00,9.806428909,9.809286118,9.567856789,8.21422863,22:00
24-06-2010,00:00:00,9.678570747,9.757143021,9.574999809,8.154510498,23:00
25-06-2010,00:00:00,9.645000458,9.652500153,9.493213654,8.084786415,00:00
28-06-2010,00:00:00,9.533213615,9.633929253,9.447142601,8.133291245,01:00
29-06-2010,00:00:00,9.43285656,9.442500114,9.08214283,7.765577316,02:00
30-06-2010,00:00:00,9.168213844,9.213213921,8.928929329,7.624919415,03:00
01-07-2010,00:00:00,9.08214283,9.100000381,8.686429024,7.532460213,04:00
02-07-2010,00:00:00,8.946070671,8.96178627,8.685713768,7.485780716,05:00
06-07-2010,00:00:00,8.964285851,9.028571129,8.791428566,7.537011623,06:00
07-07-2010,00:00:00,8.946070671,9.241786003,8.919643402,7.841361523,07:00
08-07-2010,00:00:00,9.374285698,9.389286041,9.103214264,7.823784828,08:00
09-07-2010,00:00:00,9.174642563,9.282142639,9.112856865,7.87016964,09:00
12-07-2010,00:00:00,9.233214378,9.35178566,9.102143288,7.799531937,10:00
13-07-2010,00:00:00,9.154286385,9.157142639,8.801071167,7.633105755,11:00
14-07-2010,00:00:00,8.906429291,9.135713577,8.892856598,7.661296844,12:00
15-07-2010,00:00:00,8.865357399,9.177499771,8.83214283,7.622494221,13:00
16-07-2010,00:00:00,9.042142868,9.106071472,8.871786118,7.575509548,14:00
19-07-2010,00:00:00,8.924285889,8.924285889,8.557143211,7.444551468,15:00
20-07-2010,00:00:00,8.675000191,9.032142639,8.571785927,7.635834217,16:00
21-07-2010,00:00:00,9.467499733,9.469642639,9.071429253,7.707073689,17:00
22-07-2010,00:00:00,9.202857018,9.285714149,9.118213654,7.851974487,18:00
23-07-2010,00:00:00,9.181785583,9.299285889,9.152856827,7.879865646,19:00
26-07-2010,00:00:00,9.285714149,9.28928566,9.203928947,7.859858036,20:00
27-07-2010,00:00:00,9.316785812,9.45714283,9.29642868,8.00535965,21:00
28-07-2010,00:00:00,9.416786194,9.499643326,9.294643402,7.910784721,22:00
29-07-2010,00:00:00,9.311071396,9.380356789,9.146429062,7.824386597,23:00
30-07-2010,00:00:00,9.138929367,9.274999619,9.103570938,7.798318863,00:00
02-08-2010,00:00:00,9.301428795,9.378213882,9.272143364,7.937763214,01:00
03-08-2010,00:00:00,9.321785927,9.402142525,9.265000343,7.940189838,02:00
04-08-2010,00:00:00,9.387143135,9.438570976,9.296786308,7.972018719,03:00
05-08-2010,00:00:00,9.347499847,9.39928627,9.305356979,7.933216095,04:00
06-08-2010,00:00:00,9.277856827,9.338929176,9.201070786,7.884410381,05:00
09-08-2010,00:00:00,9.338570595,9.362500191,9.270357132,7.93473196,06:00
10-08-2010,00:00:00,9.280357361,9.301786423,9.198213577,7.86379385,07:00
11-08-2010,00:00:00,9.121429443,9.131786346,8.921786308,7.584300995,08:00
12-08-2010,00:00:00,8.810357094,9.03928566,8.789999962,7.632802486,09:00
13-08-2010,00:00:00,8.987500191,8.995714188,8.896071434,7.55125761,10:00
16-08-2010,00:00:00,8.842143059,8.928929329,8.80785656,7.506997585,11:00
17-08-2010,00:00:00,8.931428909,9.093929291,8.899999619,7.63825798,12:00
18-08-2010,00:00:00,9.012857437,9.095356941,8.984999657,7.671607018,13:00
19-08-2010,00:00:00,9.029999733,9.052857399,8.881428719,7.574901104,14:00
20-08-2010,00:00:00,8.906785965,9.068571091,8.892856598,7.567626953,15:00
23-08-2010,00:00:00,8.992500305,9,8.758929253,7.451218605,16:00
24-08-2010,00:00:00,8.666786194,8.678570747,8.52321434,7.273276806,17:00
25-08-2010,00:00:00,8.501428604,8.713929176,8.471428871,7.363005161,18:00
26-08-2010,00:00:00,8.76607132,8.776785851,8.581428528,7.283886433,19:00
27-08-2010,00:00:00,8.633929253,8.664643288,8.412857056,7.32450819,20:00
30-08-2010,00:00:00,8.598570824,8.776785851,8.595713615,7.351182461,21:00
31-08-2010,00:00:00,8.637499809,8.734286308,8.583929062,7.369373798,22:00
01-09-2010,00:00:00,8.838213921,8.980713844,8.795714378,7.588544369,23:00
02-09-2010,00:00:00,8.973570824,9.006071091,8.87749958,7.644322395,00:00
03-09-2010,00:00:00,9.110357285,9.242142677,9.089285851,7.844394684,01:00
07-09-2010,00:00:00,9.165714264,9.268928528,9.151785851,7.815297127,02:00
08-09-2010,00:00:00,9.277856827,9.442500114,9.253570557,7.970199108,03:00
09-09-2010,00:00:00,9.465714455,9.5185709,9.390000343,7.974747658,04:00
10-09-2010,00:00:00,9.399642944,9.446429253,9.33571434,7.985053539,05:00
13-09-2010,00:00:00,9.493571281,9.581428528,9.491429329,8.095093727,06:00
14-09-2010,00:00:00,9.507499695,9.613213539,9.48285675,8.126013756,07:00
15-09-2010,00:00:00,9.577500343,9.656429291,9.565713882,8.191491127,08:00
16-09-2010,00:00:00,9.651429176,9.881071091,9.625,8.38398838,09:00
17-09-2010,00:00:00,9.917499542,9.927143097,9.77428627,8.347610474,10:00
20-09-2010,00:00:00,9.859999657,10.13500023,9.85178566,8.585878372,11:00
21-09-2010,00:00:00,10.13785744,10.26249981,10.09964275,8.602251053,12:00
22-09-2010,00:00:00,10.09678555,10.28499985,10.08607101,8.722898483,13:00
23-09-2010,00:00:00,10.22607136,10.45571423,10.21428585,8.758365631,14:00
24-09-2010,00:00:00,10.43214321,10.48321438,10.37678623,8.86143589,15:00
27-09-2010,00:00:00,10.4992857,10.52607059,10.39321423,8.826272964,16:00
28-09-2010,00:00:00,10.42035675,10.42035675,9.821429253,8.695922852,17:00
29-09-2010,00:00:00,10.258214,10.35035706,10.21428585,8.711381912,18:00
30-09-2010,00:00:00,10.32142925,10.3571434,10.0446434,8.601642609,19:00
01-10-2010,00:00:00,10.21964264,10.23499966,10.04821396,8.564356804,20:00
04-10-2010,00:00:00,10.05714321,10.10357094,9.92035675,8.446741104,21:00
05-10-2010,00:00:00,10.07142925,10.33749962,10.06499958,8.758975029,22:00
06-10-2010,00:00:00,10.34249973,10.42821407,10.18785667,8.766551018,23:00
07-10-2010,00:00:00,10.36928558,10.3742857,10.24678612,8.767461777,00:00
08-10-2010,00:00:00,10.41821384,10.5178566,10.3571434,8.914487839,01:00
11-10-2010,00:00:00,10.52642918,10.61571407,10.52142906,8.953590393,02:00
12-10-2010,00:00:00,10.55035686,10.69642925,10.44607067,9.049988747,03:00
13-10-2010,00:00:00,10.72142887,10.78428555,10.70714283,9.09849453,04:00
14-10-2010,00:00:00,10.77464294,10.80249977,10.72857094,9.164274216,05:00
15-10-2010,00:00:00,10.97999954,11.25,10.88964272,9.54107666,06:00
18-10-2010,00:00:00,11.37392902,11.3928566,11.22464275,9.639904976,07:00
19-10-2010,00:00:00,10.83571434,11.2060709,10.71500015,9.381928444,08:00
20-10-2010,00:00:00,11.03571415,11.22321415,10.95964336,9.41345787,09:00
21-10-2010,00:00:00,11.15571404,11.24071407,10.95714283,9.382840157,10:00
22-10-2010,00:00:00,11.03821373,11.0728569,10.93928623,9.320693016,11:00
25-10-2010,00:00:00,11.03892899,11.12857056,11.01571369,9.362226486,12:00
26-10-2010,00:00:00,10.95964336,11.06214333,10.91607094,9.338275909,13:00
27-10-2010,00:00:00,10.98750019,11.06785679,10.91428566,9.331609726,14:00
28-10-2010,00:00:00,10.99821377,11,10.74642944,9.253096581,15:00
29-10-2010,00:00:00,10.8653574,10.92428589,10.74535656,9.123954773,16:00
01-11-2010,00:00:00,10.79357147,10.91428566,10.79285717,9.220961571,17:00
02-11-2010,00:00:00,10.96428585,11.07821369,10.96428585,9.377988815,18:00
03-11-2010,00:00:00,11.12035656,11.17428589,11.01892853,9.482271194,19:00
04-11-2010,00:00:00,11.26607132,11.43500042,11.25107098,9.648086548,20:00
05-11-2010,00:00:00,11.35678577,11.41321373,11.3125,9.613527298,21:00
08-11-2010,00:00:00,11.32857132,11.42035675,11.31285667,9.658695221,22:00
09-11-2010,00:00:00,11.46607113,11.47500038,11.2321434,9.581698418,23:00
10-11-2010,00:00:00,11.30857086,11.3846426,11.19821358,9.640812874,00:00
11-11-2010,00:00:00,11.25,11.37142944,11.22321415,9.59897995,01:00
12-11-2010,00:00:00,11.28571415,11.30357075,10.84392929,9.337672234,02:00
15-11-2010,00:00:00,11.01642895,11.09071445,10.9382143,9.307659149,03:00
16-11-2010,00:00:00,10.91857147,10.98571396,10.68999958,9.142446518,04:00
17-11-2010,00:00:00,10.75714302,10.85678577,10.63428593,9.109404564,05:00
18-11-2010,00:00:00,10.89999962,11.05964279,10.88178635,9.349795341,06:00
19-11-2010,00:00:00,10.99892902,11.01428604,10.90142918,9.298265457,07:00
22-11-2010,00:00:00,10.95285702,11.19142914,10.92392921,9.499247551,08:00
23-11-2010,00:00:00,11.08749962,11.13392925,10.94857121,9.358888626,09:00
24-11-2010,00:00:00,11.1428566,11.26428604,11.13392925,9.542896271,10:00
26-11-2010,00:00:00,11.20499992,11.34642887,11.17642879,9.548962593,11:00
29-11-2010,00:00:00,11.2678566,11.33857059,11.12071419,9.605648994,12:00
30-11-2010,00:00:00,11.1978569,11.22714329,11.10249996,9.43225193,13:00
01-12-2010,00:00:00,11.2596426,11.34821415,11.25,9.5914011,14:00
02-12-2010,00:00:00,11.34035683,11.3928566,11.24607086,9.644451141,15:00
03-12-2010,00:00:00,11.32178593,11.38035679,11.29785728,9.622926712,16:00
06-12-2010,00:00:00,11.38000011,11.51178646,11.37214279,9.705079079,17:00
07-12-2010,00:00:00,11.56428623,11.57107067,11.36142921,9.646267891,18:00
08-12-2010,00:00:00,11.41535664,11.46500015,11.32535744,9.731144905,19:00
09-12-2010,00:00:00,11.50464344,11.5178566,11.3935709,9.693258286,20:00
10-12-2010,00:00:00,11.41607094,11.46607113,11.37857056,9.717507362,21:00
13-12-2010,00:00:00,11.58464336,11.60928631,11.46428585,9.7511549,22:00
14-12-2010,00:00:00,11.4903574,11.51928616,11.3928566,9.709326744,23:00
15-12-2010,00:00:00,11.42857075,11.53571415,11.39964294,9.711445808,00:00
16-12-2010,00:00:00,11.46749973,11.52178574,11.43214321,9.738424301,01:00
17-12-2010,00:00:00,11.48678589,11.49250031,11.4367857,9.719023705,02:00
20-12-2010,00:00:00,11.48571396,11.5446434,11.3653574,9.767528534,03:00
21-12-2010,00:00:00,11.53571415,11.58535671,11.50178623,9.827853203,04:00
22-12-2010,00:00:00,11.58428574,11.63285732,11.55535698,9.856954575,05:00
23-12-2010,00:00:00,11.6071434,11.61250019,11.54178619,9.809662819,06:00
27-12-2010,00:00:00,11.53035736,11.62285709,11.48285675,9.842399597,07:00
28-12-2010,00:00:00,11.63964272,11.66642857,11.60928631,9.86634922,08:00
29-12-2010,00:00:00,11.65071392,11.65892887,11.61071396,9.860897064,09:00
30-12-2010,00:00:00,11.6242857,11.62535667,11.53750038,9.811481476,10:00
31-12-2010,00:00:00,11.53392887,11.5528574,11.47535706,9.778134346,11:00
03-01-2011,00:00:00,11.63000011,11.79500008,11.60142899,9.990635872,12:00
04-01-2011,00:00:00,11.87285709,11.875,11.71964264,10.04277706,13:00
05-01-2011,00:00:00,11.76964283,11.94071388,11.7678566,10.12492943,14:00
06-01-2011,00:00:00,11.95428562,11.97321415,11.88928604,10.11674309,15:00
07-01-2011,00:00:00,11.92821407,12.01249981,11.85357094,10.18919659,16:00
10-01-2011,00:00:00,12.10107136,12.258214,12.04178619,10.3810854,17:00
11-01-2011,00:00:00,12.31714344,12.31999969,12.12392902,10.35652828,18:00
12-01-2011,00:00:00,12.25892925,12.30107117,12.21428585,10.44080353,19:00
13-01-2011,00:00:00,12.32714272,12.38000011,12.28035736,10.47900009,20:00
14-01-2011,00:00:00,12.35321426,12.445714,12.30142879,10.56387806,21:00
18-01-2011,00:00:00,11.7685709,12.31285667,11.6428566,10.32651901,22:00
19-01-2011,00:00:00,12.44107056,12.44999981,12.03142929,10.27164936,23:00
20-01-2011,00:00:00,12.01535702,12.08214283,11.78999996,10.08491707,00:00
21-01-2011,00:00:00,11.92035675,11.96000004,11.66535664,9.904243469,01:00
24-01-2011,00:00:00,11.67392921,12.05178642,11.66857147,10.22951317,02:00
25-01-2011,00:00:00,12.01178646,12.19428635,11.94892883,10.34925175,03:00
26-01-2011,00:00:00,12.2485714,12.34285736,12.19642925,10.4235239,04:00
27-01-2011,00:00:00,12.27785683,12.31035709,12.24392891,10.4041214,05:00
28-01-2011,00:00:00,12.29178619,12.30000019,11.91178608,10.18858719,06:00
31-01-2011,00:00:00,11.99285698,12.14428616,11.93928623,10.28620338,07:00
01-02-2011,00:00:00,12.18928623,12.34464264,12.1778574,10.45929432,08:00
02-02-2011,00:00:00,12.30178642,12.3303566,12.26964283,10.43776894,09:00
03-02-2011,00:00:00,12.27857113,12.29428577,12.09107113,10.41109371,10:00
04-02-2011,00:00:00,12.27285671,12.38214302,12.26821423,10.50385666,11:00
07-02-2011,00:00:00,12.42464256,12.61607075,12.41571426,10.66694641,12:00
08-02-2011,00:00:00,12.63142872,12.6971426,12.57678604,10.76758766,13:00
09-02-2011,00:00:00,12.68535709,12.82142925,12.67392921,10.85731983,14:00
10-02-2011,00:00:00,12.76392937,12.8571434,12.42857075,10.74758244,15:00
11-02-2011,00:00:00,12.6696434,12.77857113,12.6264286,10.81761169,16:00
14-02-2011,00:00:00,12.74250031,12.83857059,12.7396431,10.88823891,17:00
15-02-2011,00:00:00,12.82821369,12.85607147,12.76964283,10.9100666,18:00
16-02-2011,00:00:00,12.88571358,13.03214264,12.875,11.0079813,19:00
17-02-2011,00:00:00,12.75892925,12.866786,12.73285675,10.86156178,20:00
18-02-2011,00:00:00,12.8110714,12.83928585,12.48285675,10.6269331,21:00
22-02-2011,00:00:00,12.21964264,12.33571434,12.06142902,10.26467705,22:00
23-02-2011,00:00:00,12.09892941,12.30857086,12.09321404,10.38623714,23:00
24-02-2011,00:00:00,12.28642941,12.32678604,12.08464336,10.39412022,00:00
25-02-2011,00:00:00,12.33071423,12.44392872,12.31428623,10.55418015,01:00
28-02-2011,00:00:00,12.54428577,12.68035698,12.53999996,10.70726299,02:00
01-03-2011,00:00:00,12.69535732,12.70428562,12.41714287,10.58903694,03:00
02-03-2011,00:00:00,12.4985714,12.65535736,12.44285679,10.67422104,04:00
03-03-2011,00:00:00,12.75678635,12.84964275,12.71142864,10.8997612,05:00
04-03-2011,00:00:00,12.85964298,12.86750031,12.77678585,10.91310024,06:00
07-03-2011,00:00:00,12.90714264,12.91678619,12.54678631,10.77244091,07:00
08-03-2011,00:00:00,12.67535686,12.76428604,12.5803566,10.78456783,08:00
09-03-2011,00:00:00,12.66749954,12.67000008,12.52142906,10.68483353,09:00
10-03-2011,00:00:00,12.46857071,12.491786,12.31785679,10.50901127,10:00
11-03-2011,00:00:00,12.33321381,12.58285713,12.32142925,10.67027855,11:00
14-03-2011,00:00:00,12.61357117,12.7314291,12.54678631,10.71787739,12:00
15-03-2011,00:00:00,12.21785736,12.42285728,12.14642906,10.47142124,13:00
16-03-2011,00:00:00,12.21428585,12.25,11.65214252,10.00397682,14:00
17-03-2011,00:00:00,12.02964306,12.12892914,11.80928612,10.14433479,15:00
18-03-2011,00:00:00,12.04035664,12.07857132,11.78571415,10.02398396,16:00
21-03-2011,00:00:00,11.99964333,12.13357067,11.97357082,10.28559399,17:00
22-03-2011,00:00:00,12.23428631,12.23642921,12.11214256,10.34319115,18:00
23-03-2011,00:00:00,12.11714268,12.15071392,11.99821377,10.28225899,19:00
24-03-2011,00:00:00,12.20892906,12.3571434,12.10214329,10.45747948,20:00
25-03-2011,00:00:00,12.43107128,12.57357121,12.3935709,10.65664101,21:00
28-03-2011,00:00:00,12.61250019,12.65428638,12.51571369,10.62329292,22:00
29-03-2011,00:00:00,12.41642857,12.53428555,12.35928631,10.63905716,23:00
30-03-2011,00:00:00,12.52285671,12.53142929,12.40857124,10.56842709,00:00
31-03-2011,00:00:00,12.36999989,12.49285698,12.35928631,10.56478977,01:00
01-04-2011,00:00:00,12.53964329,12.55678558,12.26071358,10.44504929,02:00
04-04-2011,00:00:00,12.29678631,12.30714321,12.08571434,10.34288788,03:00
05-04-2011,00:00:00,12.03535748,12.22321415,12,10.27316952,04:00
06-04-2011,00:00:00,12.18642902,12.28214264,12.04071426,10.24740219,05:00
07-04-2011,00:00:00,12.07499981,12.15821362,12.00107098,10.24861336,06:00
08-04-2011,00:00:00,12.14000034,12.14821434,11.92678642,10.15706158,07:00
11-04-2011,00:00:00,11.93071365,11.98821354,11.78642941,10.02792549,08:00
12-04-2011,00:00:00,11.80321407,11.9189291,11.79285717,10.07642937,09:00
13-04-2011,00:00:00,11.96500015,12.00500011,11.8757143,10.18950081,10:00
14-04-2011,00:00:00,11.95714283,12,11.85928631,10.07703209,11:00
15-04-2011,00:00:00,11.90357113,11.91571426,11.67142868,9.926672935,12:00
18-04-2011,00:00:00,11.64642906,11.8653574,11.43428612,10.05975246,13:00
19-04-2011,00:00:00,11.89642906,12.070714,11.84678555,10.24193954,14:00
20-04-2011,00:00:00,12.26821423,12.34821415,12.19642925,10.37987232,15:00
21-04-2011,00:00:00,12.67857075,12.68321419,12.4471426,10.63117886,16:00
25-04-2011,00:00:00,12.51214314,12.63392925,12.51071358,10.70120144,17:00
26-04-2011,00:00:00,12.62928581,12.67821407,12.47678566,10.62269115,18:00
27-04-2011,00:00:00,12.57999992,12.58392906,12.39642906,10.61450386,19:00
28-04-2011,00:00:00,12.36392879,12.49107075,12.34000015,10.51143837,20:00
29-04-2011,00:00:00,12.38500023,12.64107132,12.38107109,10.61389923,21:00
02-05-2011,00:00:00,12.49071407,12.51678562,12.33928585,10.49718857,22:00
03-05-2011,00:00:00,12.42821407,12.49607086,12.34357071,10.55539036,23:00
04-05-2011,00:00:00,12.43785667,12.56535721,12.38857079,10.59692478,00:00
05-05-2011,00:00:00,12.44285679,12.53392887,12.35892868,10.51143837,01:00
06-05-2011,00:00:00,12.48892879,12.5,12.3646431,10.50870895,02:00
09-05-2011,00:00:00,12.42357063,12.47142887,12.37607098,10.53720284,03:00
10-05-2011,00:00:00,12.46035671,12.48892879,12.38071442,10.59328175,04:00
11-05-2011,00:00:00,12.46500015,12.5,12.32999992,10.52598572,05:00
