account_rewards,date
6510.976749877911,2023-01-04
24312.324765014695,2023-01-05
-13973.250881958054,2023-01-06
10433.843869018601,2023-01-09
-1004.5918533325894,2023-01-10
-4824.528574920609,2023-01-11
4508.145220123348,2023-01-12
-5745.432409179746,2023-01-13
-14884.296792602516,2023-01-17
-6388.167149322573,2023-01-18
5277.191001098719,2023-01-19
1409.787539672805,2023-01-20
490.2537826538319,2023-01-23
-5362.408002792392,2023-01-24
1128.5662872315152,2023-01-25
1311.1755621337797,2023-01-26
-779.8851528016385,2023-01-27
541.5122657775646,2023-01-30
108.17507553100586,2023-01-31
1388.3697662353516,2023-02-01
1625.0242706298595,2023-02-02
-1339.3300735474331,2023-02-03
5897.571565246559,2023-02-06
-2969.5837585448753,2023-02-07
-4154.793626403902,2023-02-08
613.2261596679455,2023-02-09
8324.081405639648,2023-02-10
387.6213552551344,2023-02-13
2198.4028305053944,2023-02-14
-7206.510380554246,2023-02-15
-2891.7999725952977,2023-02-16
-12836.399940490723,2023-02-17
-1668.2783519745572,2023-02-21
4123.238635253976,2023-02-22
-4864.068065841682,2023-02-23
4786.541508483817,2023-02-24
1098.439698791597,2023-02-27
-7013.706333923386,2023-02-28
19.770388793898746,2023-03-01
18888.823518325808,2023-03-02
5125.156684265239,2023-03-03
-16304.89614868164,2023-03-06
940.3487366026966,2023-03-07
-24756.33123779297,2023-03-08
2048.288543701172,2023-03-09
384.85105895996094,2023-03-10
15653.686447143555,2023-03-13
-13636.23031616211,2023-03-14
16383.962142944336,2023-03-15
-13585.574157714844,2023-03-16
7273.48616027832,2023-03-17
13658.573669433594,2023-03-20
-12472.066680908203,2023-03-21
2877.9256500701886,2023-03-22
-1332.442333145067,2023-03-23
3855.3743286132812,2023-03-24
-755.9607162475586,2023-03-27
9538.165924072266,2023-03-28
3592.3099212646484,2023-03-29
11361.311126708984,2023-03-30
2716.220227371203,2023-03-31
-6119.238677978516,2023-04-03
