account_rewards,date
7859.554699707078,2022-07-06
-2379.680555725121,2022-07-07
-10708.648651123047,2022-07-08
-35285.53775329585,2022-07-11
-2959.2334304809337,2022-07-12
3215.6666580199962,2022-07-13
9729.83283081057,2022-07-14
-10702.308818054269,2022-07-15
17435.716113586444,2022-07-18
6563.512263488839,2022-07-19
5627.805264282157,2022-07-20
-10852.078164672828,2022-07-21
-249.89168395998422,2022-07-22
-12491.209147643996,2022-07-25
37131.79189453123,2022-07-26
12775.39274597168,2022-07-27
4781.791406249977,2022-07-28
-8252.118458557059,2022-07-29
-8788.365357971168,2022-08-01
18806.41372528067,2022-08-02
1510.6538833618397,2022-08-03
-2671.510009765625,2022-08-04
-1393.366844177246,2022-08-05
5044.764289764455,2022-08-08
17285.371011352516,2022-08-09
-11690.97818908689,2022-08-10
5163.073892211891,2022-08-11
8544.110719299293,2022-08-12
4976.049510192941,2022-08-15
-2431.6571884156438,2022-08-16
-3422.345996642951,2022-08-17
1158.8531814574962,2022-08-18
-16526.260401916574,2022-08-19
-8418.944998168852,2022-08-22
-169.09889328014106,2022-08-23
4606.281410217285,2022-08-24
-18742.801821899367,2022-08-25
-4643.507821563748,2022-08-26
-988.5756698608166,2022-08-29
4472.769589233445,2022-08-30
20283.110997009324,2022-08-31
-12544.042901611421,2022-09-01
-606.0251674804604,2022-09-02
10319.666137695312,2022-09-06
2650.3751220703125,2022-09-07
8994.703735351562,2022-09-08
-40436.18505859375,2022-09-09
-43206.794921875,2022-09-12
5059.5087890625,2022-09-13
-1847.0732421875,2022-09-14
13973.863037109375,2022-09-15
-1525.8682861328125,2022-09-16
-12247.217529296875,2022-09-19
-13050.390747070312,2022-09-20
13211.025390625,2022-09-21
-3132.2147216796875,2022-09-22
-401.42578125,2022-09-23
-3533.704833984375,2022-09-26
20037.386596679688,2022-09-27
-10319.859130859375,2022-09-28
-12086.647216796875,2022-09-29
20238.163818359375,2022-09-30
