date,ensemble,date,account_value,dji
2023-07-06,919368.0259866336,,,927216.2741470941
2023-07-07,918274.110367737,,,922094.4342566419
2023-07-10,917541.1929904023,,,927821.3495412819
2023-07-11,922535.7738718416,,,936486.7296086015
2023-07-12,928401.2348557892,,,938837.6295608212
2023-07-13,931960.4682935335,,,940141.7394716402
2023-07-14,934571.9853616182,,,943254.7760329497
2023-07-17,951073.525428528,,,945340.8820946479
2023-07-18,952931.9605267642,,,955360.7683293695
2023-07-19,957349.0106238712,,,958347.8142492212
2023-07-20,958105.9203218232,,,962829.6643897594
2023-07-21,951302.1695799564,,,962898.318612181
2023-07-24,961787.5870615848,,,967915.3086637252
2023-07-25,960944.2131906132,,,968648.7236774319
2023-07-26,962828.5925579836,,,970891.463867112
2023-07-27,953070.3225630496,,,964402.4119733819
2023-07-28,962708.5011183626,,,969228.7077150584
2023-07-31,967087.611574692,,,971968.6838515766
2023-08-01,963398.0805300449,,,973913.4241426898
2023-08-02,949086.215086548,,,964396.9666151493
2023-08-03,948755.1367368776,,,962575.7612157029
2023-08-04,932126.016842316,,,958468.3595324466
2023-08-07,929530.4233683932,,,969606.999954622
2023-08-08,928940.6336187136,,,965270.7864538707
2023-08-09,919393.6694957432,,,960046.5524743014
2023-08-10,919328.7474650728,,,961489.4656341841
2023-08-11,921633.4556157688,,,964366.3231286253
2023-08-14,926126.6817767032,,,965083.2952959045
2023-08-15,912036.3889769444,,,955209.3660161599
2023-08-16,908045.440928818,,,950271.4938165821
2023-08-17,897850.8937817691,,,942319.8827646404
2023-08-18,899201.6824194338,,,943025.9642154548
2023-08-21,904948.332028412,,,942015.4765622705
2023-08-22,898202.2628364566,,,937235.8400666255
2023-08-23,908935.1013069156,,,942269.3797363272
2023-08-24,898873.2219089511,,,932058.6924200079
2023-08-25,902463.9259273836,,,938823.1086055345
2023-08-28,906167.819599686,,,944647.3997079793
2023-08-29,916403.3048741916,,,952647.6986688235
2023-08-30,919731.4404362338,,,953674.522396705
2023-08-31,914222.0370713504,,,949073.5150054321
2023-09-01,918065.3566337894,,,952238.7629427357
2023-09-05,915156.7113495792,,,946888.4315499784
2023-09-06,905905.394743378,,,941455.1385229733
2023-09-07,895149.6028921054,,,943027.8861065956
2023-09-08,897953.8634915927,,,945101.3931041479
2023-09-11,902689.55543129,,,947482.9365428915
2023-09-12,902439.9994059452,,,946998.299660199
2023-09-13,901532.3107245486,,,945072.4579653045
2023-09-14,913545.6794090732,,,954135.6694987868
2023-09-15,909258.9862807164,,,946239.7932899306
2023-09-18,913046.0925467836,,,946405.5030149667
2023-09-19,913717.4141098176,,,943492.5566757689
2023-09-20,905109.9423480076,,,941391.9296587843
2023-09-21,899025.3451326754,,,931266.019096124
2023-09-22,894841.4010726778,,,928352.7524417359
2023-09-25,898878.7529497226,,,929529.1633634163
2023-09-26,886174.6839634555,,,918923.7409611058
2023-09-27,886733.4816530917,,,917048.4022945245
2023-09-28,892620.0883621523,,,920221.0174812016
2023-09-29,886866.2859375918,,,915879.3586222176
2023-10-02,889946.5106923678,,,913852.6176424269
2023-10-03,880119.5254550021,,,902072.5994378468
2023-10-04,886839.012810837,,,905548.6598813232
2023-10-05,890834.1644832003,,,905275.8581110479
2023-10-06,905901.369955002,,,913148.1377675633
2023-10-09,908871.5195688936,,,918534.7715485372
2023-10-10,909704.654395554,,,922215.2998550574
2023-10-11,916250.393958542,,,924007.5701156604
2023-10-12,915934.6026377414,,,919258.8974217296
2023-10-13,917518.5763010714,,,920328.9637002811
2023-10-16,919919.1446604464,,,928918.5358392659
2023-10-17,916137.7435373996,,,929276.8617653104
2023-10-18,908150.7355723116,,,920186.5302123957
2023-10-19,906330.9902109836,,,913328.368447886
2023-10-20,892633.5266184543,,,905486.6255061647
2023-10-23,888371.6234507296,,,900269.4384607788
2023-10-24,890393.6849741671,,,905871.9646799117
2023-10-25,890432.0193552707,,,902989.661827238
2023-10-26,877391.2849802707,,,896111.7472926693
2023-10-27,865183.343696091,,,886088.230819126
2023-10-30,877989.213630173,,,900065.8247715753
