date,ensemble,date,account_value
2022-09-01,985936.1854663544,,
2022-09-02,973392.1425647432,,
2022-09-06,972786.1173972626,,
2022-09-07,983105.783534958,,
2022-09-08,985756.1586570282,,
2022-09-09,994750.8623923798,,
2022-09-12,954314.677333786,,
2022-09-13,911107.882411911,,
2022-09-14,916167.3912009737,,
2022-09-15,914320.317958786,,
2022-09-16,928294.1809958954,,
2022-09-19,926768.3127097626,,
2022-09-20,914521.0951804656,,
2022-09-21,901470.7044333954,,
2022-09-22,914681.7298240204,,
2022-09-23,911549.5151023408,,
2022-09-26,911148.0893210908,,
2022-09-27,907614.3844871063,,
2022-09-28,927651.771083786,,
2022-09-29,917331.9119529268,,
2022-09-30,905245.2647361298,,
2022-10-03,925483.4285544892,,
2022-10-04,935843.4302634737,,
2022-10-05,939056.0183874664,,
2022-10-06,927489.0553538668,,
2022-10-07,919773.6943411255,,
2022-10-10,931829.8286252748,,
2022-10-11,983437.3793291474,,
2022-10-12,987384.5658983612,,
2022-10-13,1008727.8825711672,,
2022-10-14,1007037.954846222,,
2022-10-17,1013941.5341195908,,
2022-10-18,1011201.1893813552,,
2022-10-19,995603.8104463578,,
2022-10-20,992710.822522339,,
2022-10-21,1011275.7737830506,,
2022-10-24,1047578.7097964402,,
2022-10-25,1043813.199492882,,
2022-10-26,1061772.2764699173,,
2022-10-27,1062701.3250939867,,
2022-10-28,1089426.3983720627,,
2022-10-31,1075484.332924431,,
2022-11-01,1079895.341924599,,
2022-11-02,1065414.458389435,,
2022-11-03,1051520.8234422074,,
2022-11-04,1066006.2264072343,,
2022-11-07,1097514.2236453935,,
2022-11-08,1153045.7896297686,,
2022-11-09,1141197.270257912,,
2022-11-10,1153908.6261233904,,
2022-11-11,1133517.5954210283,,
2022-11-14,1132119.561133003,,
2022-11-15,1126338.8763250809,,
2022-11-16,1134031.8291576616,,
2022-11-17,1146233.163369484,,
2022-11-18,1146081.0652749406,,
2022-11-21,1149351.8074893572,,
2022-11-22,1147675.934795708,,
2022-11-23,1136741.291122078,,
2022-11-25,1137493.9694022294,,
2022-11-28,1129657.4927081375,,
2022-11-29,1126770.9896834032,,
2022-11-30,1149700.328972679,,
2022-12-01,1147339.519889107,,
2022-12-02,1145382.5671751786,,
2022-12-05,1140075.1514416428,,
2022-12-06,1131567.3120508653,,
2022-12-07,1139082.4871641542,,
2022-12-08,1140291.486030426,,
2022-12-09,1115294.4067174837,,
2022-12-12,1112877.8243557892,,
2022-12-13,1099945.784626175,,
2022-12-14,1095415.9029976807,,
2022-12-15,1073503.7304201508,,
2022-12-16,1076011.0722104951,,
2022-12-19,1067923.9967522433,,
2022-12-20,1065189.454416153,,
2022-12-21,1071771.822768906,,
2022-12-22,1065428.8309835054,,
2022-12-23,1061032.1025506898,,
2022-12-27,1058019.549463196,,
2022-12-28,1049759.8328176194,,
2022-12-29,1059073.1559723057,,
2022-12-30,1056843.9553044587,,
2023-01-03,1052572.3929151157,,
2023-01-04,1059172.318612442,,
2023-01-05,1064593.8361046754,,
2023-01-06,1095643.2752376862,,
2023-01-09,1078811.2685848542,,
2023-01-10,1093080.2548366853,,
2023-01-11,1093224.608077652,,
2023-01-12,1087639.4575191804,,
2023-01-13,1090932.1056820222,,
2023-01-17,1083128.2031551667,,
2023-01-18,1062835.574157364,,
2023-01-19,1052261.054778702,,
2023-01-20,1061046.6115261384,,
2023-01-23,1054427.6907039948,,
2023-01-24,1049815.9473568269,,
2023-01-25,1038112.7589260408,,
2023-01-26,1035771.9002224276,,
2023-01-27,1033145.8354793856,,
2023-01-30,1032112.7159884034,,
2023-01-31,1032853.5610994874,,
2023-02-01,1033174.7475139772,,
2023-02-02,1036502.7337398682,,
2023-02-03,1035947.1210106811,,
2023-02-06,1033523.3257409056,,
2023-02-07,1041235.4256524048,,
2023-02-08,1039641.265165039,,
2023-02-09,1037324.1501534424,,
2023-02-10,1037929.8044075926,,
2023-02-13,1048669.8572427367,,
2023-02-14,1048962.0154088745,,
2023-02-15,1045341.6975347288,,
2023-02-16,1028692.2811038512,,
2023-02-17,1026819.082582428,,
2023-02-21,1011138.3966266174,,
2023-02-22,1009186.2131289976,,
2023-02-23,1016879.4590228576,,
2023-02-24,1001162.5655747527,,
2023-02-27,1001988.8193153534,,
2023-02-28,998971.371617798,,
2023-03-01,1001429.6550955812,,
2023-03-02,1007616.0943045656,,
2023-03-03,1021870.3438773194,,
2023-03-06,1024972.0692191162,,
2023-03-07,1006783.4874320067,,
2023-03-08,1004801.5641837158,,
2023-03-09,994757.087895874,,
2023-03-10,978808.3109488526,,
2023-03-13,979592.3155570067,,
2023-03-14,1000400.7334952392,,
2023-03-15,1005981.9629874268,,
2023-03-16,1026632.3414664308,,
2023-03-17,1019990.291173462,,
2023-03-20,1016110.9078116457,,
2023-03-21,1027394.4261221924,,
2023-03-22,1018250.8781485596,,
2023-03-23,1031334.532781128,,
2023-03-24,1036409.3400321044,,
2023-03-27,1033480.8936820067,,
2023-03-28,1026257.5757803957,,
2023-03-29,1046191.5679068604,,
2023-03-30,1050954.2569937743,,
2023-03-31,1063372.5966849364,,
2023-04-03,1062169.623113159,,
2023-04-04,1063129.3440909423,,
2023-04-05,1062530.15372229,,
2023-04-06,1070841.9513813094,,
2023-04-10,1069082.5444824905,,
2023-04-11,1059750.371645317,,
2023-04-12,1053996.8846952133,,
2023-04-13,1070961.19938694,,
2023-04-14,1066072.8438428573,,
2023-04-17,1069578.2030378648,,
2023-04-18,1068737.03910363,,
2023-04-19,1069944.9771274948,,
2023-04-20,1060643.0190679703,,
2023-04-21,1061199.1570835342,,
2023-04-24,1049751.4553440325,,
2023-04-25,1031502.0984830856,,
2023-04-26,1054249.4953778,,
2023-04-27,1076202.9893605271,,
2023-04-28,1085773.7462387923,,
2023-05-01,1079051.9335481187,,
2023-05-02,1062802.7293875352,,
2023-05-03,1052367.6277681198,,
2023-05-04,1048907.1096281053,,
2023-05-05,1070997.318110344,,
2023-05-08,1066911.690298851,,
2023-05-09,1064073.946689064,,
2023-05-10,1063193.85556028,,
2023-05-11,1056761.4376289905,,
2023-05-12,1055074.1176296312,,
2023-05-15,1060170.207063835,,
2023-05-16,1056265.9955487747,,
2023-05-17,1067604.853680031,,
2023-05-18,1076951.4045927965,,
2023-05-19,1074878.797377617,,
2023-05-22,1084107.2717672654,,
2023-05-23,1068129.3607453234,,
2023-05-24,1059655.0074675523,,
2023-05-25,1080293.8917546617,,
2023-05-26,1102973.5705144885,,
2023-05-30,1102337.8578649063,,
2023-05-31,1098978.520160805,,
2023-06-01,1109080.311621544,,
2023-06-02,1126224.2380459062,,
2023-06-05,1127313.5228681718,,
2023-06-06,1129467.175495125,,
2023-06-07,1111312.1769922716,,
2023-06-08,1113683.7694741136,,
2023-06-09,1115972.4227221147,,
2023-06-12,1126406.9148703385,,
2023-06-13,1135830.9330335313,,
2023-06-14,1139705.4752321702,,
2023-06-15,1160250.5952529986,,
2023-06-16,1149708.1853178637,,
2023-06-20,1138876.9535690383,,
2023-06-21,1129481.4801344834,,
2023-06-22,1140488.1071524126,,
2023-06-23,1131259.23538398,,
2023-06-26,1118487.496167397,,
2023-06-27,1127871.9865622483,,
2023-06-28,1130210.3461740648,,
2023-06-29,1131968.877105492,,
2023-06-30,1143984.979321465,,
2023-07-03,1142941.4991451495,,
2023-07-05,1143574.682187874,,
2023-07-06,1142551.7682479632,,
2023-07-07,1132558.7559951555,,
2023-07-10,1129596.9400716936,,
2023-07-11,1132965.684465584,,
2023-07-12,1141298.758341347,,
2023-07-13,1150323.852164833,,
2023-07-14,1153024.398049538,,
2023-07-17,1158796.9787746356,,
2023-07-18,1177544.6633112873,,
2023-07-19,1174272.5778709797,,
2023-07-20,1169660.8827963946,,
2023-07-21,1167011.1747248005,,
2023-07-24,1172483.7261104512,,
2023-07-25,1174267.3959148335,,
2023-07-26,1171415.9130823445,,
2023-07-27,1167131.785734322,,
2023-07-28,1173042.7793515706,,
2023-07-31,1171581.1859813314,,
2023-08-01,1165596.123281075,,
2023-08-02,1155122.465745537,,
2023-08-03,1155236.5146505665,,
2023-08-04,1164629.5681071095,,
2023-08-07,1181165.4304545673,,
2023-08-08,1197588.712891396,,
2023-08-09,1187237.978610024,,
2023-08-10,1192105.7511073535,,
2023-08-11,1194706.1689661487,,
2023-08-14,1195398.6797437367,,
2023-08-15,1192559.9559381185,,
2023-08-16,1187779.4356681905,,
2023-08-17,1181815.7353512654,,
2023-08-18,1178755.881538094,,
2023-08-21,1182558.67349128,,
2023-08-22,1171667.8069017415,,
2023-08-23,1179356.545627999,,
2023-08-24,1168827.1655203938,,
2023-08-25,1171787.7976941608,,
2023-08-28,1174436.8482758717,,
2023-08-29,1188480.3735934682,,
2023-08-30,1185188.0496066518,,
2023-08-31,1177218.673063103,,
2023-09-01,1180358.932380349,,
2023-09-05,1178277.0775266194,,
2023-09-06,1167745.5444196097,,
2023-09-07,1170914.0906991963,,
2023-09-08,1185529.0380668722,,
2023-09-11,1195462.0420850453,,
2023-09-12,1188717.8275617298,,
2023-09-13,1189624.5045179066,,
2023-09-14,1207222.8746726003,,
2023-09-15,1192322.7308279958,,
2023-09-18,1194297.609261223,,
2023-09-19,1195086.0698883445,,
2023-09-20,1193369.3629333882,,
2023-09-21,1185753.6419049157,,
2023-09-22,1176348.5254814534,,
2023-09-25,1177414.7135813986,,
2023-09-26,1168348.287169289,,
2023-09-27,1170660.6974628682,,
2023-09-28,1177797.1701970906,,
2023-09-29,1173804.389648995,,
2023-10-02,1178449.0062040335,,
2023-10-03,1154537.674981499,,
2023-10-04,1171221.7545145804,,
2023-10-05,1172734.9636210257,,
2023-10-06,1193457.778899651,,
2023-10-09,1201082.7787577445,,
2023-10-10,1201295.5903605276,,
2023-10-11,1219255.1743204885,,
2023-10-12,1218189.6140879446,,
2023-10-13,1217425.725663262,,
2023-10-16,1225105.2663477713,,
2023-10-17,1222803.5225016407,,
2023-10-18,1212114.812481194,,
2023-10-19,1207755.1788096242,,
2023-10-20,1184397.53090313,,
2023-10-23,1183904.591279107,,
2023-10-24,1185196.2990302052,,
2023-10-25,1181604.4747153248,,
2023-10-26,1172812.0141333546,,
2023-10-27,1154501.5051108326,,
2023-10-30,1168047.414180657,,
2023-10-31,1180160.184796807,,
2023-11-01,1186615.9673270192,,
2023-11-02,1212634.4182487112,,
2023-11-03,1220920.995580254,,
2023-11-06,1230591.6472526174,,
2023-11-07,1235437.1893363576,,
2023-11-08,1240289.6188407522,,
2023-11-09,1236324.929326592,,
2023-11-10,1257146.4154105764,,
2023-11-13,1251443.573705254,,
2023-11-14,1272288.3653312307,,
2023-11-15,1283808.8404594045,,
2023-11-16,1292774.764257012,,
2023-11-17,1305551.0481315237,,
2023-11-20,1313626.247045098,,
2023-11-21,1307408.9214225393,,
2023-11-22,1313367.676946221,,
2023-11-24,1312875.283208428,,
2023-11-27,1310373.1477714162,,
2023-11-28,1316437.5200248342,,
2023-11-29,1321192.2550101858,,
2023-11-30,1336252.3795829397,,
2023-12-01,1348199.2347770317,,
2023-12-04,1347815.2168326955,,
2023-12-05,1350038.7941642385,,
2023-12-06,1334694.398076592,,
2023-12-07,1342790.6991019826,,
2023-12-08,1351731.0848746877,,
2023-12-11,1348804.4716239553,,
2023-12-12,1362964.0066886526,,
2023-12-13,1379129.920507012,,
2023-12-14,1399830.2574821096,,
2023-12-15,1407022.7807975393,,
2023-12-18,1412363.453496514,,
2023-12-19,1429319.3232474905,,
2023-12-20,1406853.002965508,,
2023-12-21,1419170.0495658498,,
2023-12-22,1418356.5433707817,,
2023-12-26,1421837.0563407522,,
2023-12-27,1428233.1474662405,,
2023-12-28,1434084.139318047,,
2023-12-29,1430245.0354667287,,
2024-01-02,1426136.837102471,,
2024-01-03,1416214.1942802053,,
2024-01-04,1418956.925267754,,
