date,ensemble,date,account_value,dji
2023-11-15,1094264.7996314927,,,956434.4648467426
2023-11-16,1107883.2232258532,,,955184.1678878684
2023-11-17,1097580.8618769608,,,955233.709970611
2023-11-20,1115549.872834099,,,960803.1369534289
2023-11-21,1104238.4252175828,,,959087.9558819212
2023-11-22,1115451.025166176,,,964137.6180828603
2023-11-24,1115071.572779503,,,967338.8480931903
2023-11-27,1116804.550570625,,,965789.5902901789
2023-11-28,1127594.8362603532,,,968072.2631068972
2023-11-29,1122579.9215394212,,,968439.6646299958
2023-11-30,1128063.715274254,,,982665.9299417293
2023-12-01,1124243.095001732,,,990718.6538220275
2023-12-04,1111745.8935617143,,,989596.3761674821
2023-12-05,1115886.5576680985,,,987412.8942879793
2023-12-06,1103298.9897050096,,,985496.0214184091
2023-12-07,1110047.641842705,,,987216.6478481492
2023-12-08,1116776.2562173386,,,990783.4642621673
2023-12-11,1110460.8780543443,,,995076.4352122488
2023-12-12,1121519.3304912187,,,999805.4619078507
2023-12-13,1126897.2858424303,,,1013808.3607603215
2023-12-14,1114845.0802074205,,,1018130.1600775163
2023-12-15,1127093.3102302933,,,1019682.9413476194
2023-12-18,1133894.0105161516,,,1019706.4311282302
2023-12-19,1139161.2587938462,,,1026591.8196839023
2023-12-20,1126471.1919528886,,,1013583.1791816481
2023-12-21,1138348.9192290425,,,1022394.1958887546
2023-12-22,1142347.563409447,,,1021891.7281271438
2023-12-26,1143011.6035866472,,,1026247.5876262243
2023-12-27,1143744.589649132,,,1029286.84492207
2023-12-28,1147689.521690178,,,1030751.4327431526
2023-12-29,1148430.6574543382,,,1030189.3863561744
2024-01-02,1139874.0635514453,,,1030886.3922099345
2024-01-03,1138058.8704175493,,,1023100.4908830288
2024-01-04,1135023.5540204851,,,
